StudentID,Earned Points,Possible Points,PercentCorrect,QuizCreated,Stu1,PriKey1,Points1,Stu2,PriKey2,Points2,Stu3,PriKey3,Points3,Stu4,PriKey4,Points4,Stu5,PriKey5,Points5,Stu6,PriKey6,Points6,Stu7,PriKey7,Points7,Stu8,PriKey8,Points8,Stu9,PriKey9,Points9,Stu10,PriKey10,Points10,Stu11,PriKey11,Points11,Stu12,PriKey12,Points12,Stu13,PriKey13,Points13,Stu14,PriKey14,Points14,Stu15,PriKey15,Points15,Stu16,PriKey16,Points16,Stu17,PriKey17,Points17,Stu18,PriKey18,Points18,Stu19,PriKey19,Points19,Stu20,PriKey20,Points20,Stu21,PriKey21,Points21,Stu22,PriKey22,Points22,Stu23,PriKey23,Points23,Stu24,PriKey24,Points24,Stu25,PriKey25,Points25,Stu26,PriKey26,Points26,Stu27,PriKey27,Points27,Stu28,PriKey28,Points28,Stu29,PriKey29,Points29,Stu30,PriKey30,Points30,Stu31,PriKey31,Points31,Stu32,PriKey32,Points32,Stu33,PriKey33,Points33,Stu34,PriKey34,Points34,Stu35,PriKey35,Points35
DL 997033095,23,35,65.71,29-02-2020 00:00,B,B,1,D,D,1,C,D,0,D,D,1,C,D,0,B,B,1,A,A,1,D,D,1,A,A,1,B,D,0,D,A,0,B,B,1,D,D,1,C,B,0,A,A,1,B,B,1,C,C,1,D,D,1,B,C,0,A,A,1,A,A,1,B,A,0,D,C,0,C,C,1,B,A,0,B,B,1,A,A,1,B,C,0,C,C,1,B,B,1,A,D,0,D,A,0,B,B,1,D,D,1,B,B,1
DL 997033096,14,35,40,29-02-2020 00:00,B,B,1,A,D,0,D,D,1,D,D,1,D,D,1,A,B,0,C,A,0,D,D,1,C,A,0,D,D,1,D,A,0,A,B,0,B,D,0,C,B,0,C,A,0,D,B,0,A,C,0,A,D,0,C,C,1,C,A,0,A,A,1,A,A,1,D,C,0,A,C,0,B,A,0,C,B,0,A,A,1,C,C,1,A,C,0,B,B,1,A,D,0,A,A,1,D,B,0,C,D,0,B,B,1
DL 997033097,18,35,51.43,29-02-2020 00:00,B,B,1,C,D,0,AB,D,0,D,D,1,C,D,0,B,B,1,C,A,0,D,D,1,A,A,1,B,D,0,A,A,1,B,B,1,C,D,0,C,B,0,B,A,0,A,B,0,C,C,1,D,D,1,A,C,0,A,A,1,A,A,1,B,A,0,B,C,0,C,C,1,B,A,0,C,B,0,A,A,1,B,C,0,A,C,0,B,B,1,A,D,0,A,A,1,B,B,1,D,D,1,B,B,1
DL 997033098,14,35,40,29-02-2020 00:00,C,B,0,C,D,0,B,D,0,B,D,0,C,D,0,B,B,1,A,A,1,C,D,0,C,A,0,B,D,0,D,A,0,A,B,0,D,D,1,B,B,1,A,A,1,D,B,0,C,C,1,A,D,0,B,C,0,D,A,0,A,A,1,D,A,0,D,C,0,C,C,1,C,A,0,A,B,0,B,A,0,C,C,1,C,C,1,B,B,1,A,D,0,A,A,1,B,B,1,D,D,1,C,B,0
DL 997033102,16,35,45.71,29-02-2020 00:00,B,B,1,C,D,0,B,D,0,D,D,1,C,D,0,B,B,1,A,A,1,D,D,1,B,A,0,A,D,0,A,A,1,A,B,0,D,D,1,C,B,0,D,A,0,B,B,1,C,C,1,B,D,0,B,C,0,A,A,1,A,A,1,D,A,0,C,C,1,C,C,1,B,A,0,A,B,0,A,A,1,A,C,0,A,C,0,A,B,0,B,D,0,C,A,0,B,B,1,D,D,1,D,B,0
DL 997033105,5,35,14.29,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,C,D,0,C,D,0,A,B,0,A,A,1,,D,0,A,A,1,D,D,1,B,A,0,B,B,1,,D,0,A,B,0,C,A,0,D,B,0,A,C,0,,D,0,,C,0,,A,0,,A,0,,A,0,,C,0,,C,0,,A,0,,B,0,,A,0,,C,0,,C,0,,B,0,,D,0,,A,0,,B,0,,D,0,,B,0
DL 997033107,14,35,40,29-02-2020 00:00,A,B,0,C,D,0,C,D,0,D,D,1,C,D,0,B,B,1,A,A,1,,D,0,A,A,1,,D,0,D,A,0,B,B,1,A,D,0,B,B,1,D,A,0,B,B,1,C,C,1,D,D,1,B,C,0,A,A,1,A,A,1,D,A,0,B,C,0,A,C,0,B,A,0,C,B,0,A,A,1,D,C,0,A,C,0,A,B,0,D,D,1,A,A,1,A,B,0,B,D,0,,B,0
DL 997033108,19,35,54.29,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,D,A,0,A,D,0,A,A,1,B,B,1,D,D,1,A,B,0,C,A,0,B,B,1,C,C,1,A,D,0,B,C,0,D,A,0,A,A,1,D,A,0,A,C,0,D,C,0,B,A,0,B,B,1,A,A,1,C,C,1,D,C,0,B,B,1,A,D,0,C,A,0,B,B,1,D,D,1,B,B,1
DL 997033110,22,35,62.86,29-02-2020 00:00,B,B,1,C,D,0,D,D,1,D,D,1,D,D,1,A,B,0,A,A,1,D,D,1,B,A,0,D,D,1,D,A,0,C,B,0,D,D,1,A,B,0,B,A,0,A,B,0,C,C,1,A,D,0,B,C,0,A,A,1,A,A,1,A,A,1,C,C,1,C,C,1,D,A,0,B,B,1,A,A,1,D,C,0,C,C,1,B,B,1,A,D,0,A,A,1,B,B,1,D,D,1,B,B,1
DL 997033111,13,35,37.14,29-02-2020 00:00,B,B,1,A,D,0,C,D,0,D,D,1,C,D,0,D,B,0,A,A,1,D,D,1,B,A,0,B,D,0,D,A,0,B,B,1,C,D,0,D,B,0,D,A,0,A,B,0,A,C,0,A,D,0,B,C,0,A,A,1,A,A,1,D,A,0,B,C,0,A,C,0,C,A,0,A,B,0,A,A,1,C,C,1,A,C,0,C,B,0,D,D,1,A,A,1,B,B,1,D,D,1,D,B,0
DL 997033112,9,35,25.71,29-02-2020 00:00,C,B,0,C,D,0,C,D,0,C,D,0,C,D,0,A,B,0,D,A,0,B,D,0,B,A,0,A,D,0,A,A,1,C,B,0,B,D,0,D,B,0,B,A,0,A,B,0,C,C,1,B,D,0,A,C,0,A,A,1,A,A,1,B,A,0,C,C,1,B,C,0,B,A,0,B,B,1,D,A,0,C,C,1,C,C,1,C,B,0,A,D,0,D,A,0,B,B,1,,D,0,,B,0
DL 997033113,18,35,51.43,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,B,B,1,,A,0,D,D,1,A,A,1,B,D,0,B,A,0,B,B,1,D,D,1,B,B,1,D,A,0,D,B,0,A,C,0,C,D,0,B,C,0,A,A,1,A,A,1,A,A,1,B,C,0,C,C,1,C,A,0,B,B,1,A,A,1,A,C,0,D,C,0,B,B,1,D,D,1,B,A,0,,B,0,D,D,1,A,B,0
DL 997033114,16,35,45.71,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,C,B,0,C,A,0,D,D,1,A,A,1,A,D,0,B,A,0,A,B,0,C,D,0,D,B,0,D,A,0,A,B,0,C,C,1,D,D,1,B,C,0,A,A,1,A,A,1,D,A,0,C,C,1,C,C,1,D,A,0,C,B,0,A,A,1,C,C,1,D,C,0,B,B,1,C,D,0,A,A,1,A,B,0,D,D,1,C,B,0
DL 997033115,27,35,77.14,29-02-2020 00:00,B,B,1,C,D,0,D,D,1,D,D,1,D,D,1,D,B,0,A,A,1,D,D,1,A,A,1,B,D,0,A,A,1,B,B,1,D,D,1,B,B,1,A,A,1,D,B,0,C,C,1,C,D,0,C,C,1,A,A,1,A,A,1,A,A,1,C,C,1,C,C,1,D,A,0,B,B,1,A,A,1,C,C,1,C,C,1,B,B,1,A,D,0,A,A,1,C,B,0,D,D,1,B,B,1
DL 997033116,14,35,40,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,A,A,1,B,D,0,C,A,0,B,B,1,B,D,0,D,B,0,C,A,0,C,B,0,B,C,0,D,D,1,C,C,1,D,A,0,A,A,1,D,A,0,B,C,0,B,C,0,A,A,1,C,B,0,A,A,1,C,C,1,A,C,0,A,B,0,,D,0,,A,0,,B,0,,D,0,,B,0
DL 997034118,14,35,40,29-02-2020 00:00,A,B,0,C,D,0,C,D,0,D,D,1,D,D,1,B,B,1,D,A,0,D,D,1,B,A,0,B,D,0,A,A,1,B,B,1,D,D,1,B,B,1,B,A,0,A,B,0,C,C,1,A,D,0,B,C,0,A,A,1,A,A,1,D,A,0,A,C,0,B,C,0,A,A,1,A,B,0,B,A,0,D,C,0,A,C,0,C,B,0,C,D,0,C,A,0,A,B,0,D,D,1,B,B,1
DL 997034120,27,35,77.14,29-02-2020 00:00,B,B,1,C,D,0,D,D,1,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,A,A,1,D,D,1,A,A,1,B,B,1,D,D,1,B,B,1,A,A,1,,B,0,C,C,1,D,D,1,B,C,0,A,A,1,A,A,1,A,A,1,B,C,0,A,C,0,D,A,0,B,B,1,A,A,1,C,C,1,A,C,0,B,B,1,D,D,1,A,A,1,A,B,0,D,D,1,B,B,1
DL 997034121,13,35,37.14,29-02-2020 00:00,D,B,0,C,D,0,C,D,0,D,D,1,C,D,0,C,B,0,B,A,0,D,D,1,A,A,1,D,D,1,D,A,0,A,B,0,D,D,1,A,B,0,A,A,1,C,B,0,C,C,1,D,D,1,B,C,0,A,A,1,B,A,0,D,A,0,B,C,0,C,C,1,B,A,0,C,B,0,A,A,1,A,C,0,A,C,0,B,B,1,B,D,0,D,A,0,C,B,0,D,D,1,A,B,0
DL 997034122,11,35,31.43,29-02-2020 00:00,C,B,0,BC,D,0,D,D,1,C,D,0,C,D,0,B,B,1,C,A,0,D,D,1,B,A,0,A,D,0,C,A,0,A,B,0,C,D,0,A,B,0,A,A,1,C,B,0,A,C,0,D,D,1,B,C,0,A,A,1,A,A,1,C,A,0,B,C,0,C,C,1,C,A,0,B,B,1,C,A,0,B,C,0,C,C,1,A,B,0,B,D,0,B,A,0,D,B,0,D,D,1,C,B,0
DL 997034123,3,35,8.57,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,,D,0,C,D,0,B,B,1,C,A,0,D,D,1,C,A,0,,D,0,,A,0,,B,0,,D,0,,B,0,,A,0,,B,0,,C,0,,D,0,,C,0,,A,0,,A,0,,A,0,,C,0,,C,0,,A,0,,B,0,,A,0,,C,0,,C,0,,B,0,,D,0,,A,0,,B,0,,D,0,,B,0
DL 997034124,25,35,71.43,29-02-2020 00:00,B,B,1,C,D,0,D,D,1,D,D,1,C,D,0,B,B,1,A,A,1,D,D,1,A,A,1,C,D,0,D,A,0,B,B,1,D,D,1,A,B,0,B,A,0,C,B,0,C,C,1,D,D,1,C,C,1,D,A,0,A,A,1,D,A,0,C,C,1,A,C,0,A,A,1,B,B,1,A,A,1,C,C,1,C,C,1,B,B,1,D,D,1,A,A,1,B,B,1,D,D,1,B,B,1
DL 997034126,21,35,60,29-02-2020 00:00,B,B,1,C,D,0,D,D,1,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,A,A,1,D,D,1,C,A,0,B,B,1,D,D,1,D,B,0,D,A,0,A,B,0,C,C,1,C,D,0,B,C,0,A,A,1,A,A,1,A,A,1,A,C,0,C,C,1,B,A,0,B,B,1,A,A,1,C,C,1,A,C,0,A,B,0,C,D,0,A,A,1,B,B,1,B,D,0,C,B,0
DL 997034129,18,35,51.43,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,A,A,1,B,D,0,B,A,0,C,B,0,D,D,1,,B,0,C,A,0,C,B,0,C,C,1,D,D,1,B,C,0,A,A,1,A,A,1,A,A,1,B,C,0,C,C,1,B,A,0,A,B,0,A,A,1,C,C,1,C,C,1,C,B,0,A,D,0,B,A,0,D,B,0,D,D,1,C,B,0
DL 997034130,23,35,65.71,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,B,D,0,D,D,1,B,B,1,A,A,1,D,D,1,A,A,1,D,D,1,D,A,0,B,B,1,D,D,1,B,B,1,B,A,0,D,B,0,C,C,1,C,D,0,B,C,0,A,A,1,A,A,1,D,A,0,B,C,0,A,C,0,A,A,1,B,B,1,A,A,1,C,C,1,A,C,0,B,B,1,D,D,1,A,A,1,B,B,1,D,D,1,B,B,1
DL 997034131,8,35,22.86,29-02-2020 00:00,B,B,1,C,D,0,D,D,1,B,D,0,D,D,1,B,B,1,C,A,0,A,D,0,D,A,0,B,D,0,D,A,0,B,B,1,C,D,0,A,B,0,D,A,0,C,B,0,A,C,0,A,D,0,B,C,0,B,A,0,D,A,0,C,A,0,D,C,0,C,C,1,D,A,0,C,B,0,B,A,0,A,C,0,B,C,0,C,B,0,D,D,1,B,A,0,A,B,0,C,D,0,B,B,1
DL 997034132,13,35,37.14,29-02-2020 00:00,B,B,1,,D,0,,D,0,B,D,0,C,D,0,B,B,1,A,A,1,D,D,1,A,A,1,,D,0,,A,0,,B,0,,D,0,C,B,0,,A,0,,B,0,,C,0,,D,0,,C,0,A,A,1,A,A,1,,A,0,B,C,0,C,C,1,D,A,0,B,B,1,A,A,1,C,C,1,A,C,0,C,B,0,,D,0,A,A,1,,B,0,D,D,1,,B,0
DL 997034133,14,35,40,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,C,D,0,B,B,1,C,A,0,B,D,0,A,A,1,A,D,0,C,A,0,A,B,0,D,D,1,B,B,1,C,A,0,A,B,0,C,C,1,A,D,0,B,C,0,A,A,1,C,A,0,B,A,0,B,C,0,C,C,1,D,A,0,B,B,1,B,A,0,D,C,0,A,C,0,B,B,1,B,D,0,A,A,1,B,B,1,D,D,1,D,B,0
DL 997034134,16,35,45.71,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,C,D,0,B,B,1,A,A,1,D,D,1,B,A,0,B,D,0,D,A,0,B,B,1,C,D,0,B,B,1,D,A,0,A,B,0,C,C,1,B,D,0,B,C,0,A,A,1,A,A,1,C,A,0,B,C,0,C,C,1,B,A,0,C,B,0,B,A,0,C,C,1,A,C,0,B,B,1,A,D,0,B,A,0,B,B,1,D,D,1,B,B,1
DL 997034135,8,35,22.86,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,C,D,0,C,D,0,B,B,1,D,A,0,D,D,1,B,A,0,D,D,1,A,A,1,B,B,1,C,D,0,A,B,0,D,A,0,D,B,0,C,C,1,B,D,0,,C,0,C,A,0,D,A,0,A,A,1,A,C,0,B,C,0,C,A,0,D,B,0,,A,0,,C,0,,C,0,,B,0,A,D,0,,A,0,,B,0,,D,0,,B,0
DL 997034136,21,35,60,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,C,D,0,B,B,1,A,A,1,D,D,1,A,A,1,D,D,1,D,A,0,B,B,1,D,D,1,A,B,0,A,A,1,A,B,0,D,C,0,D,D,1,B,C,0,A,A,1,A,A,1,C,A,0,B,C,0,B,C,0,A,A,1,C,B,0,A,A,1,C,C,1,C,C,1,B,B,1,B,D,0,A,A,1,D,B,0,D,D,1,B,B,1
DL 997034137,19,35,54.29,29-02-2020 00:00,B,B,1,C,D,0,B,D,0,D,D,1,D,D,1,C,B,0,A,A,1,D,D,1,A,A,1,B,D,0,B,A,0,D,B,0,D,D,1,B,B,1,A,A,1,B,B,1,C,C,1,D,D,1,B,C,0,A,A,1,A,A,1,A,A,1,C,C,1,C,C,1,D,A,0,C,B,0,B,A,0,A,C,0,B,C,0,A,B,0,D,D,1,D,A,0,C,B,0,D,D,1,C,B,0
DL 997034138,11,35,31.43,29-02-2020 00:00,A,B,0,C,D,0,C,D,0,B,D,0,A,D,0,B,B,1,C,A,0,D,D,1,D,A,0,A,D,0,C,A,0,B,B,1,D,D,1,A,B,0,A,A,1,A,B,0,C,C,1,A,D,0,B,C,0,A,A,1,A,A,1,B,A,0,B,C,0,C,C,1,C,A,0,C,B,0,B,A,0,D,C,0,A,C,0,A,B,0,D,D,1,C,A,0,B,B,1,A,D,0,A,B,0
DL 997034141,20,35,57.14,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,C,D,0,B,B,1,A,A,1,D,D,1,A,A,1,D,D,1,D,A,0,B,B,1,D,D,1,A,B,0,A,A,1,A,B,0,B,C,0,D,D,1,B,C,0,A,A,1,A,A,1,C,A,0,B,C,0,B,C,0,A,A,1,C,B,0,D,A,0,C,C,1,C,C,1,B,B,1,B,D,0,A,A,1,D,B,0,D,D,1,B,B,1
DL 997034144,21,35,60,29-02-2020 00:00,B,B,1,C,D,0,D,D,1,B,D,0,D,D,1,B,B,1,A,A,1,D,D,1,A,A,1,D,D,1,B,A,0,B,B,1,D,D,1,A,B,0,A,A,1,B,B,1,A,C,0,C,D,0,B,C,0,D,A,0,A,A,1,D,A,0,A,C,0,C,C,1,B,A,0,B,B,1,A,A,1,C,C,1,B,C,0,B,B,1,A,D,0,A,A,1,B,B,1,B,D,0,B,B,1
DL 997034145,23,35,65.71,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,C,D,0,C,D,0,B,B,1,B,A,0,D,D,1,A,A,1,C,D,0,B,A,0,B,B,1,D,D,1,A,B,0,A,A,1,C,B,0,C,C,1,A,D,0,C,C,1,A,A,1,A,A,1,A,A,1,B,C,0,C,C,1,D,A,0,B,B,1,A,A,1,C,C,1,C,C,1,B,B,1,D,D,1,A,A,1,B,B,1,D,D,1,B,B,1
DL 997034146,18,35,51.43,29-02-2020 00:00,B,B,1,C,D,0,D,D,1,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,A,A,1,D,D,1,B,A,0,B,B,1,D,D,1,A,B,0,C,A,0,B,B,1,C,C,1,C,D,0,B,C,0,A,A,1,A,A,1,D,A,0,A,C,0,A,C,0,A,A,1,C,B,0,A,A,1,C,C,1,,C,0,,B,0,,D,0,,A,0,,B,0,,D,0,,B,0
DL 997034148,22,35,62.86,29-02-2020 00:00,B,B,1,C,D,0,D,D,1,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,A,A,1,A,D,0,C,A,0,B,B,1,D,D,1,B,B,1,D,A,0,D,B,0,C,C,1,D,D,1,B,C,0,A,A,1,A,A,1,D,A,0,B,C,0,A,C,0,B,A,0,B,B,1,A,A,1,C,C,1,A,C,0,B,B,1,A,D,0,A,A,1,C,B,0,D,D,1,B,B,1
DL 997034149,12,35,34.29,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,C,D,0,B,B,1,B,A,0,D,D,1,B,A,0,B,D,0,A,A,1,C,B,0,B,D,0,A,B,0,A,A,1,C,B,0,A,C,0,C,D,0,C,C,1,D,A,0,B,A,0,D,A,0,B,C,0,C,C,1,A,A,1,C,B,0,A,A,1,B,C,0,A,C,0,A,B,0,D,D,1,,A,0,B,B,1,B,D,0,,B,0
DL 997034152,15,35,42.86,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,C,D,0,B,B,1,A,A,1,D,D,1,D,A,0,C,D,0,B,A,0,A,B,0,D,D,1,C,B,0,C,A,0,B,B,1,C,C,1,A,D,0,B,C,0,A,A,1,A,A,1,D,A,0,A,C,0,C,C,1,C,A,0,A,B,0,A,A,1,D,C,0,A,C,0,C,B,0,D,D,1,A,A,1,A,B,0,D,D,1,D,B,0
DL 997034154,25,35,71.43,29-02-2020 00:00,B,B,1,C,D,0,D,D,1,D,D,1,C,D,0,B,B,1,A,A,1,D,D,1,A,A,1,D,D,1,D,A,0,A,B,0,D,D,1,C,B,0,A,A,1,C,B,0,C,C,1,D,D,1,B,C,0,A,A,1,A,A,1,A,A,1,A,C,0,C,C,1,A,A,1,B,B,1,A,A,1,C,C,1,B,C,0,B,B,1,B,D,0,A,A,1,B,B,1,D,D,1,B,B,1
DL 997034155,22,35,62.86,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,C,A,0,D,D,1,B,A,0,B,B,1,B,D,0,B,B,1,B,A,0,B,B,1,C,C,1,,D,0,B,C,0,D,A,0,A,A,1,A,A,1,B,C,0,D,C,0,A,A,1,B,B,1,A,A,1,C,C,1,C,C,1,B,B,1,B,D,0,A,A,1,A,B,0,D,D,1,B,B,1
DL 997035156,14,35,40,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,A,D,0,C,D,0,B,B,1,A,A,1,D,D,1,C,A,0,A,D,0,B,A,0,B,B,1,B,D,0,C,B,0,D,A,0,A,B,0,C,C,1,A,D,0,B,C,0,A,A,1,A,A,1,D,A,0,B,C,0,C,C,1,D,A,0,C,B,0,A,A,1,C,C,1,A,C,0,C,B,0,A,D,0,A,A,1,B,B,1,D,D,1,A,B,0
DL 997035158,8,35,22.86,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,C,D,0,C,D,0,A,B,0,B,A,0,C,D,0,B,A,0,D,D,1,A,A,1,A,B,0,C,D,0,A,B,0,C,A,0,C,B,0,C,C,1,C,D,0,B,C,0,A,A,1,A,A,1,B,A,0,A,C,0,C,C,1,B,A,0,B,B,1,C,A,0,D,C,0,,C,0,,B,0,,D,0,,A,0,,B,0,,D,0,,B,0
DL 997035159,10,35,28.57,29-02-2020 00:00,A,B,0,C,D,0,C,D,0,D,D,1,C,D,0,A,B,0,C,A,0,D,D,1,A,A,1,A,D,0,A,A,1,B,B,1,A,D,0,B,B,1,A,A,1,A,B,0,C,C,1,D,D,1,A,C,0,A,A,1,B,A,0,B,A,0,B,C,0,B,C,0,,A,0,,B,0,,A,0,,C,0,,C,0,,B,0,,D,0,,A,0,,B,0,,D,0,,B,0
DL 997035160,15,35,42.86,29-02-2020 00:00,B,B,1,C,D,0,D,D,1,D,D,1,D,D,1,B,B,1,C,A,0,B,D,0,D,A,0,C,D,0,D,A,0,B,B,1,C,D,0,B,B,1,C,A,0,D,B,0,C,C,1,D,D,1,B,C,0,A,A,1,A,A,1,D,A,0,B,C,0,C,C,1,B,A,0,C,B,0,A,A,1,C,C,1,D,C,0,C,B,0,B,D,0,C,A,0,A,B,0,D,D,1,C,B,0
DL 997035161,15,35,42.86,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,C,D,0,B,B,1,A,A,1,D,D,1,A,A,1,C,D,0,B,A,0,B,B,1,D,D,1,B,B,1,A,A,1,C,B,0,C,C,1,A,D,0,B,C,0,A,A,1,B,A,0,A,A,1,B,C,0,C,C,1,B,A,0,A,B,0,A,A,1,B,C,0,A,C,0,,B,0,,D,0,,A,0,,B,0,,D,0,,B,0
DL 997035162,22,35,62.86,29-02-2020 00:00,B,B,1,C,D,0,D,D,1,D,D,1,C,D,0,B,B,1,A,A,1,D,D,1,A,A,1,D,D,1,A,A,1,D,B,0,D,D,1,A,B,0,A,A,1,C,B,0,C,C,1,A,D,0,A,C,0,A,A,1,A,A,1,D,A,0,C,C,1,C,C,1,A,A,1,B,B,1,A,A,1,C,C,1,C,C,1,B,B,1,,D,0,,A,0,,B,0,,D,0,,B,0
DL 997035163,21,35,60,29-02-2020 00:00,A,B,0,C,D,0,B,D,0,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,A,A,1,A,D,0,D,A,0,B,B,1,C,D,0,B,B,1,A,A,1,B,B,1,C,C,1,D,D,1,C,C,1,A,A,1,A,A,1,D,A,0,B,C,0,C,C,1,A,A,1,B,B,1,C,A,0,A,C,0,B,C,0,B,B,1,A,D,0,A,A,1,D,B,0,B,D,0,B,B,1
DL 997035165,19,35,54.29,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,A,A,1,B,D,0,B,A,0,B,B,1,D,D,1,C,B,0,C,A,0,B,B,1,B,C,0,A,D,0,C,C,1,A,A,1,A,A,1,A,A,1,B,C,0,C,C,1,D,A,0,B,B,1,A,A,1,A,C,0,C,C,1,A,B,0,A,D,0,A,A,1,A,B,0,,D,0,,B,0
DL 997035166,11,35,31.43,29-02-2020 00:00,B,B,1,C,D,0,D,D,1,D,D,1,C,D,0,B,B,1,A,A,1,D,D,1,A,A,1,B,D,0,A,A,1,B,B,1,C,D,0,B,B,1,C,A,0,C,B,0,D,C,0,D,D,1,A,C,0,D,A,0,,A,0,,A,0,,C,0,,C,0,,A,0,,B,0,,A,0,,C,0,,C,0,,B,0,,D,0,,A,0,,B,0,,D,0,,B,0
DL 997035169,28,35,80,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,C,D,0,B,B,1,A,A,1,D,D,1,C,A,0,D,D,1,A,A,1,B,B,1,D,D,1,B,B,1,A,A,1,B,B,1,C,C,1,A,D,0,C,C,1,A,A,1,A,A,1,A,A,1,A,C,0,C,C,1,A,A,1,B,B,1,A,A,1,C,C,1,C,C,1,B,B,1,C,D,0,A,A,1,B,B,1,D,D,1,B,B,1
DL 997035170,23,35,65.71,29-02-2020 00:00,B,B,1,C,D,0,D,D,1,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,A,A,1,D,D,1,B,A,0,B,B,1,D,D,1,A,B,0,A,A,1,B,B,1,C,C,1,D,D,1,C,C,1,A,A,1,A,A,1,D,A,0,A,C,0,A,C,0,A,A,1,B,B,1,A,A,1,C,C,1,B,C,0,B,B,1,,D,0,,A,0,,B,0,,D,0,,B,0
DL 997035171,20,35,57.14,29-02-2020 00:00,B,B,1,,D,0,D,D,1,D,D,1,C,D,0,B,B,1,A,A,1,D,D,1,A,A,1,,D,0,B,A,0,B,B,1,B,D,0,B,B,1,C,A,0,B,B,1,C,C,1,B,D,0,C,C,1,A,A,1,A,A,1,A,A,1,A,C,0,A,C,0,A,A,1,B,B,1,A,A,1,C,C,1,A,C,0,B,B,1,,D,0,,A,0,,B,0,,D,0,,B,0
DL 997035172,5,35,14.29,29-02-2020 00:00,C,B,0,A,D,0,C,D,0,D,D,1,C,D,0,B,B,1,A,A,1,B,D,0,A,A,1,,D,0,B,A,0,,B,0,A,D,0,A,B,0,D,A,0,A,B,0,B,C,0,A,D,0,B,C,0,A,A,1,B,A,0,,A,0,D,C,0,,C,0,,A,0,,B,0,B,A,0,,C,0,A,C,0,,B,0,,D,0,,A,0,,B,0,,D,0,,B,0
DL 997035174,25,35,71.43,29-02-2020 00:00,B,B,1,C,D,0,D,D,1,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,A,A,1,D,D,1,A,A,1,B,B,1,A,D,0,B,B,1,A,A,1,D,B,0,C,C,1,D,D,1,A,C,0,D,A,0,A,A,1,D,A,0,A,C,0,C,C,1,A,A,1,C,B,0,A,A,1,C,C,1,C,C,1,B,B,1,A,D,0,C,A,0,B,B,1,D,D,1,B,B,1
DL 997035175,18,35,51.43,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,C,D,0,B,B,1,A,A,1,D,D,1,A,A,1,B,D,0,D,A,0,B,B,1,B,D,0,A,B,0,C,A,0,B,B,1,C,C,1,D,D,1,C,C,1,A,A,1,A,A,1,C,A,0,C,C,1,D,C,0,B,A,0,B,B,1,,A,0,,C,0,,C,0,B,B,1,,D,0,,A,0,,B,0,D,D,1,B,B,1
DL 997035176,19,35,54.29,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,C,B,0,A,A,1,D,D,1,B,A,0,A,D,0,D,A,0,B,B,1,D,D,1,A,B,0,C,A,0,D,B,0,C,C,1,D,D,1,C,C,1,A,A,1,A,A,1,D,A,0,B,C,0,D,C,0,A,A,1,B,B,1,A,A,1,D,C,0,A,C,0,B,B,1,A,D,0,B,A,0,B,B,1,D,D,1,B,B,1
